rime_group,initial,base,tone1,tone2,tone3,tone4,tone5,tone7,tone8,tone9,tone1_num,tone2_num,tone3_num,tone4_num,tone5_num,tone7_num,tone8_num,tone9_num
ui,l,lui,lui,luí,luì,,luî,luī,,lui̋,lui1,lui2,lui3,,lui5,lui7,,lui9
ui,m,mui,mui,muí,muì,,muî,muī,,mui̋,mui1,mui2,mui3,,mui5,mui7,,mui9
ui,n,nui,nui,nuí,nuì,,nuî,nuī,,nui̋,nui1,nui2,nui3,,nui5,nui7,,nui9
ui,ng,ngui,ngui,nguí,nguì,,nguî,nguī,,ngui̋,ngui1,ngui2,ngui3,,ngui5,ngui7,,ngui9
ui,p,pui,pui,puí,puì,,puî,puī,,pui̋,pui1,pui2,pui3,,pui5,pui7,,pui9
ui,ph,phui,phui,phuí,phuì,,phuî,phuī,,phui̋,phui1,phui2,phui3,,phui5,phui7,,phui9
ui,s,sui,sui,suí,suì,,suî,suī,,sui̋,sui1,sui2,sui3,,sui5,sui7,,sui9
ui,t,tui,tui,tuí,tuì,,tuî,tuī,,tui̋,tui1,tui2,tui3,,tui5,tui7,,tui9
ui,th,thui,thui,thuí,thuì,,thuî,thuī,,thui̋,thui1,thui2,thui3,,thui5,thui7,,thui9
ui,ts,tsui,tsui,tsuí,tsuì,,tsuî,tsuī,,tsui̋,tsui1,tsui2,tsui3,,tsui5,tsui7,,tsui9
ui,tsh,tshui,tshui,tshuí,tshuì,,tshuî,tshuī,,tshui̋,tshui1,tshui2,tshui3,,tshui5,tshui7,,tshui9
un,,un,un,ún,ùn,,ûn,ūn,,űn,un1,un2,un3,,un5,un7,,un9
un,b,bun,bun,bún,bùn,,bûn,būn,,bűn,bun1,bun2,bun3,,bun5,bun7,,bun9
un,g,gun,gun,gún,gùn,,gûn,gūn,,gűn,gun1,gun2,gun3,,gun5,gun7,,gun9
un,h,hun,hun,hún,hùn,,hûn,hūn,,hűn,hun1,hun2,hun3,,hun5,hun7,,hun9
un,j,jun,jun,jún,jùn,,jûn,jūn,,jűn,jun1,jun2,jun3,,jun5,jun7,,jun9
un,k,kun,kun,kún,kùn,,kûn,kūn,,kűn,kun1,kun2,kun3,,kun5,kun7,,kun9
un,kh,khun,khun,khún,khùn,,khûn,khūn,,khűn,khun1,khun2,khun3,,khun5,khun7,,khun9
un,l,lun,lun,lún,lùn,,lûn,lūn,,lűn,lun1,lun2,lun3,,lun5,lun7,,lun9
un,m,mun,mun,mún,mùn,,mûn,mūn,,műn,mun1,mun2,mun3,,mun5,mun7,,mun9
un,n,nun,nun,nún,nùn,,nûn,nūn,,nűn,nun1,nun2,nun3,,nun5,nun7,,nun9
un,ng,ngun,ngun,ngún,ngùn,,ngûn,ngūn,,ngűn,ngun1,ngun2,ngun3,,ngun5,ngun7,,ngun9
un,p,pun,pun,pún,pùn,,pûn,pūn,,pűn,pun1,pun2,pun3,,pun5,pun7,,pun9
un,ph,phun,phun,phún,phùn,,phûn,phūn,,phűn,phun1,phun2,phun3,,phun5,phun7,,phun9
un,s,sun,sun,sún,sùn,,sûn,sūn,,sűn,sun1,sun2,sun3,,sun5,sun7,,sun9
un,t,tun,tun,tún,tùn,,tûn,tūn,,tűn,tun1,tun2,tun3,,tun5,tun7,,tun9
un,th,thun,thun,thún,thùn,,thûn,thūn,,thűn,thun1,thun2,thun3,,thun5,thun7,,thun9
un,ts,tsun,tsun,tsún,tsùn,,tsûn,tsūn,,tsűn,tsun1,tsun2,tsun3,,tsun5,tsun7,,tsun9
un,tsh,tshun,tshun,tshún,tshùn,,tshûn,tshūn,,tshűn,tshun1,tshun2,tshun3,,tshun5,tshun7,,tshun9
ut,,ut,ut,út,ùt,ut,ût,ūt,u̍t,űt,ut1,ut2,ut3,ut4,ut5,ut7,ut8,ut9
ut,b,but,but,bút,bùt,but,bût,būt,bu̍t,bűt,but1,but2,but3,but4,but5,but7,but8,but9
ut,g,gut,gut,gút,gùt,gut,gût,gūt,gu̍t,gűt,gut1,gut2,gut3,gut4,gut5,gut7,gut8,gut9
ut,h,hut,hut,hút,hùt,hut,hût,hūt,hu̍t,hűt,hut1,hut2,hut3,hut4,hut5,hut7,hut8,hut9
ut,j,jut,jut,jút,jùt,jut,jût,jūt,ju̍t,jűt,jut1,jut2,jut3,jut4,jut5,jut7,jut8,jut9
ut,k,kut,kut,kút,kùt,kut,kût,kūt,ku̍t,kűt,kut1,kut2,kut3,kut4,kut5,kut7,kut8,kut9
ut,kh,khut,khut,khút,khùt,khut,khût,khūt,khu̍t,khűt,khut1,khut2,khut3,khut4,khut5,khut7,khut8,khut9
ut,l,lut,lut,lút,lùt,lut,lût,lūt,lu̍t,lűt,lut1,lut2,lut3,lut4,lut5,lut7,lut8,lut9
ut,m,mut,mut,mút,mùt,mut,mût,mūt,mu̍t,műt,mut1,mut2,mut3,mut4,mut5,mut7,mut8,mut9
ut,n,nut,nut,nút,nùt,nut,nût,nūt,nu̍t,nűt,nut1,nut2,nut3,nut4,nut5,nut7,nut8,nut9
ut,ng,ngut,ngut,ngút,ngùt,ngut,ngût,ngūt,ngu̍t,ngűt,ngut1,ngut2,ngut3,ngut4,ngut5,ngut7,ngut8,ngut9
ut,p,put,put,pút,pùt,put,pût,pūt,pu̍t,pűt,put1,put2,put3,put4,put5,put7,put8,put9
ut,ph,phut,phut,phút,phùt,phut,phût,phūt,phu̍t,phűt,phut1,phut2,phut3,phut4,phut5,phut7,phut8,phut9
ut,s,sut,sut,sút,sùt,sut,sût,sūt,su̍t,sűt,sut1,sut2,sut3,sut4,sut5,sut7,sut8,sut9
ut,t,tut,tut,tút,tùt,tut,tût,tūt,tu̍t,tűt,tut1,tut2,tut3,tut4,tut5,tut7,tut8,tut9
ut,th,thut,thut,thút,thùt,thut,thût,thūt,thu̍t,thűt,thut1,thut2,thut3,thut4,thut5,thut7,thut8,thut9
ut,ts,tsut,tsut,tsút,tsùt,tsut,tsût,tsūt,tsu̍t,tsűt,tsut1,tsut2,tsut3,tsut4,tsut5,tsut7,tsut8,tsut9
ut,tsh,tshut,tshut,tshút,tshùt,tshut,tshût,tshūt,tshu̍t,tshűt,tshut1,tshut2,tshut3,tshut4,tshut5,tshut7,tshut8,tshut9
